num_consumers,num_goods,type_market,noise_factor,target_eps,final_epsilon,total_num_samples,total_pruned_0,total_pruned_1,total_pruned_2
5,5,preferred_good_distribution,4.0,0.15,0.11380335856914636,900069,13,5,0
5,5,preferred_good_distribution,4.0,0.15,0.11516199819385567,1603867,5,3,4
5,5,preferred_good_distribution,4.0,0.15,0.11495221296884968,1549729,5,3,5
5,5,preferred_good_distribution,4.0,0.15,0.11451383910054383,1130155,14,1,0
5,5,preferred_good_distribution,4.0,0.15,0.11428449777476096,1076018,12,4,0
5,5,preferred_good_distribution,4.0,0.15,0.11428449777476096,1157225,12,1,3
5,5,preferred_good_distribution,4.0,0.15,0.11428449777476096,1130156,12,2,2
5,5,preferred_good_distribution,4.0,0.15,0.11473628001144104,1292570,12,0,2
5,5,preferred_good_distribution,4.0,0.15,0.11428449777476096,1224899,9,3,4
5,5,preferred_good_distribution,4.0,0.1,0.07663559507223708,3060426,11,1,1
5,5,preferred_good_distribution,4.0,0.1,0.07552671618285915,1446470,20,0,0
5,5,preferred_good_distribution,4.0,0.1,0.07552671618285915,1446470,20,0,0
5,5,preferred_good_distribution,4.0,0.1,0.07649163829002878,2786358,12,2,0
